recording_id,audio_video,subject,month,start,end,is_subregion,is_top_3_hours,is_top_4_hours,is_surplus,position,subregion_rank,duration,region_id
audio_03_08,audio,03,08,3000000,6600000,TRUE,TRUE,TRUE,FALSE,1,3,01:00:00,audio_03_08_3000000_6600000
audio_03_08,audio,03,08,8854700,8998260,FALSE,FALSE,FALSE,TRUE,NA,NA,00:02:23,audio_03_08_8854700_8998260
audio_03_08,audio,03,08,9000000,12600000,TRUE,TRUE,TRUE,FALSE,2,2,01:00:00,audio_03_08_9000000_12600000
audio_03_08,audio,03,08,21600000,24456550,TRUE,FALSE,TRUE,FALSE,3,4,00:47:36,audio_03_08_21600000_24456550
audio_03_08,audio,03,08,24873370,24874180,TRUE,FALSE,TRUE,FALSE,3,4,00:00:00,audio_03_08_24873370_24874180
audio_03_08,audio,03,08,31800000,35400000,TRUE,TRUE,TRUE,FALSE,4,1,01:00:00,audio_03_08_31800000_35400000
audio_03_08,audio,03,08,36900320,38056340,FALSE,FALSE,TRUE,FALSE,NA,NA,00:19:16,audio_03_08_36900320_38056340
audio_03_09,audio,03,09,3000000,6600000,TRUE,FALSE,TRUE,FALSE,1,4,01:00:00,audio_03_09_3000000_6600000
audio_03_09,audio,03,09,18600000,22200000,TRUE,TRUE,TRUE,FALSE,2,1,01:00:00,audio_03_09_18600000_22200000
audio_03_09,audio,03,09,22200000,25266520,TRUE,TRUE,TRUE,FALSE,3,2,00:51:06,audio_03_09_22200000_25266520
audio_03_09,audio,03,09,35100000,38700000,TRUE,TRUE,TRUE,FALSE,4,3,01:00:00,audio_03_09_35100000_38700000
audio_03_09,audio,03,09,39325780,40627850,FALSE,FALSE,TRUE,FALSE,NA,NA,00:21:42,audio_03_09_39325780_40627850
audio_03_10,audio,03,10,1000,3600000,TRUE,TRUE,TRUE,FALSE,1,2,00:59:59,audio_03_10_1000_3600000
audio_03_10,audio,03,10,5700000,9300000,TRUE,TRUE,TRUE,FALSE,2,1,01:00:00,audio_03_10_5700000_9300000
audio_03_10,audio,03,10,9301200,10562020,FALSE,FALSE,TRUE,FALSE,NA,NA,00:21:00,audio_03_10_9301200_10562020
audio_03_10,audio,03,10,26100000,27886270,TRUE,FALSE,TRUE,FALSE,4,4,00:29:46,audio_03_10_26100000_27886270
audio_03_10,audio,03,10,28642860,29700000,TRUE,FALSE,TRUE,FALSE,4,4,00:17:37,audio_03_10_28642860_29700000
audio_03_10,audio,03,10,38400000,40806180,TRUE,TRUE,TRUE,FALSE,5,3,00:40:06,audio_03_10_38400000_40806180
audio_03_10,audio,03,10,41296780,42000000,TRUE,TRUE,TRUE,FALSE,5,3,00:11:43,audio_03_10_41296780_42000000
audio_03_11,audio,03,11,1200000,4800000,TRUE,TRUE,TRUE,FALSE,1,1,01:00:00,audio_03_11_1200000_4800000
audio_03_11,audio,03,11,5100000,8700000,TRUE,TRUE,TRUE,FALSE,2,2,01:00:00,audio_03_11_5100000_8700000
